T14,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
792,Türkiye,2020,GDP real rates of growth (percent),1.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,1995,GDP in current prices (millions of US dollars),2190.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2005,GDP in current prices (millions of US dollars),14174.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2010,GDP in current prices (millions of US dollars),22583.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2015,GDP in current prices (millions of US dollars),36052.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2018,GDP in current prices (millions of US dollars),38292.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2019,GDP in current prices (millions of US dollars),43461.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2020,GDP in current prices (millions of US dollars),42845.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,1995,GDP per capita (US dollars),520.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2005,GDP per capita (US dollars),2981.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2010,GDP per capita (US dollars),4439.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2015,GDP per capita (US dollars),6478.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2018,GDP per capita (US dollars),6545.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2019,GDP per capita (US dollars),7314.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2020,GDP per capita (US dollars),7104.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,1995,GDP in constant 2010 prices (millions of US dollars),10160.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2005,GDP in constant 2010 prices (millions of US dollars),16206.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2010,GDP in constant 2010 prices (millions of US dollars),27867.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2015,GDP in constant 2010 prices (millions of US dollars),36052.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2018,GDP in constant 2010 prices (millions of US dollars),34987.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2019,GDP in constant 2010 prices (millions of US dollars),32286.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2020,GDP in constant 2010 prices (millions of US dollars),31203.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,1995,GDP real rates of growth (percent),-7.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2005,GDP real rates of growth (percent),13.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2010,GDP real rates of growth (percent),14.60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2015,GDP real rates of growth (percent),1.50,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2018,GDP real rates of growth (percent),1.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2019,GDP real rates of growth (percent),-7.70,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
795,Turkmenistan,2020,GDP real rates of growth (percent),-3.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,1995,GDP in current prices (millions of US dollars),191.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2005,GDP in current prices (millions of US dollars),579.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2010,GDP in current prices (millions of US dollars),687.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2015,GDP in current prices (millions of US dollars),942.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2018,GDP in current prices (millions of US dollars),1113.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2019,GDP in current prices (millions of US dollars),1197.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2020,GDP in current prices (millions of US dollars),925.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,1995,GDP per capita (US dollars),11748.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2005,GDP per capita (US dollars),20534.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2010,GDP per capita (US dollars),21028.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2015,GDP per capita (US dollars),26182.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2018,GDP per capita (US dollars),29555.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2019,GDP per capita (US dollars),31353.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2020,GDP per capita (US dollars),23881.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,1995,GDP in constant 2010 prices (millions of US dollars),308.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2005,GDP in constant 2010 prices (millions of US dollars),690.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2010,GDP in constant 2010 prices (millions of US dollars),756.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2015,GDP in constant 2010 prices (millions of US dollars),942.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2018,GDP in constant 2010 prices (millions of US dollars),1041.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2019,GDP in constant 2010 prices (millions of US dollars),1096.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2020,GDP in constant 2010 prices (millions of US dollars),802.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,1995,GDP real rates of growth (percent),7.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2005,GDP real rates of growth (percent),14.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2010,GDP real rates of growth (percent),1.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2015,GDP real rates of growth (percent),11.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2018,GDP real rates of growth (percent),5.60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2019,GDP real rates of growth (percent),5.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
796,Turks and Caicos Islands,2020,GDP real rates of growth (percent),-26.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,1995,GDP in current prices (millions of US dollars),12.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2005,GDP in current prices (millions of US dollars),22.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2010,GDP in current prices (millions of US dollars),31.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2015,GDP in current prices (millions of US dollars),36.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2018,GDP in current prices (millions of US dollars),48.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2019,GDP in current prices (millions of US dollars),54.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2020,GDP in current prices (millions of US dollars),55.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,1995,GDP per capita (US dollars),1265.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2005,GDP per capita (US dollars),2168.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2010,GDP per capita (US dollars),2982.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2015,GDP per capita (US dollars),3261.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2018,GDP per capita (US dollars),4180.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2019,GDP per capita (US dollars),4652.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2020,GDP per capita (US dollars),4648.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,1995,GDP in constant 2010 prices (millions of US dollars),20.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2005,GDP in constant 2010 prices (millions of US dollars),27.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2010,GDP in constant 2010 prices (millions of US dollars),29.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2015,GDP in constant 2010 prices (millions of US dollars),36.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2018,GDP in constant 2010 prices (millions of US dollars),41.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2019,GDP in constant 2010 prices (millions of US dollars),46.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2020,GDP in constant 2010 prices (millions of US dollars),47.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,1995,GDP real rates of growth (percent),-5.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2005,GDP real rates of growth (percent),-4.10,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2010,GDP real rates of growth (percent),-3.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2015,GDP real rates of growth (percent),10.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2018,GDP real rates of growth (percent),1.60,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2019,GDP real rates of growth (percent),13.90,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
798,Tuvalu,2020,GDP real rates of growth (percent),1.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,1995,GDP in current prices (millions of US dollars),7148.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2005,GDP in current prices (millions of US dollars),11158.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2010,GDP in current prices (millions of US dollars),30701.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2015,GDP in current prices (millions of US dollars),29297.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2018,GDP in current prices (millions of US dollars),34066.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2019,GDP in current prices (millions of US dollars),37718.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2020,GDP in current prices (millions of US dollars),38702.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,1995,GDP per capita (US dollars),350.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2005,GDP per capita (US dollars),403.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2010,GDP per capita (US dollars),947.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2015,GDP per capita (US dollars),766.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2018,GDP per capita (US dollars),797.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2019,GDP per capita (US dollars),852.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2020,GDP per capita (US dollars),846.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,1995,GDP in constant 2010 prices (millions of US dollars),7317.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2005,GDP in constant 2010 prices (millions of US dollars),14392.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2010,GDP in constant 2010 prices (millions of US dollars),23568.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2015,GDP in constant 2010 prices (millions of US dollars),29297.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2018,GDP in constant 2010 prices (millions of US dollars),33400.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2019,GDP in constant 2010 prices (millions of US dollars),35975.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2020,GDP in constant 2010 prices (millions of US dollars),35672.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,1995,GDP real rates of growth (percent),9.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2005,GDP real rates of growth (percent),10.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2010,GDP real rates of growth (percent),19.90,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2015,GDP real rates of growth (percent),6.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2018,GDP real rates of growth (percent),5.70,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2019,GDP real rates of growth (percent),7.70,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
800,Uganda,2020,GDP real rates of growth (percent),-0.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,1995,GDP in current prices (millions of US dollars),50376.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2005,GDP in current prices (millions of US dollars),89239.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2010,GDP in current prices (millions of US dollars),136012.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2015,GDP in current prices (millions of US dollars),91031.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2018,GDP in current prices (millions of US dollars),130902.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2019,GDP in current prices (millions of US dollars),153930.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2020,GDP in current prices (millions of US dollars),155582.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,1995,GDP per capita (US dollars),990.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2005,GDP per capita (US dollars),1903.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2010,GDP per capita (US dollars),2970.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2015,GDP per capita (US dollars),2026.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2018,GDP per capita (US dollars),2958.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2019,GDP per capita (US dollars),3499.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2020,GDP per capita (US dollars),3557.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,1995,GDP in constant 2010 prices (millions of US dollars),76792.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2005,GDP in constant 2010 prices (millions of US dollars),100863.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2010,GDP in constant 2010 prices (millions of US dollars),102154.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2015,GDP in constant 2010 prices (millions of US dollars),91031.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2018,GDP in constant 2010 prices (millions of US dollars),98807.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2019,GDP in constant 2010 prices (millions of US dollars),101990.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2020,GDP in constant 2010 prices (millions of US dollars),97889.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,1995,GDP real rates of growth (percent),-12.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2005,GDP real rates of growth (percent),3.10,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2010,GDP real rates of growth (percent),0.30,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2015,GDP real rates of growth (percent),-9.80,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2018,GDP real rates of growth (percent),3.40,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2019,GDP real rates of growth (percent),3.20,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
804,Ukraine,2020,GDP real rates of growth (percent),-4.00,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,1995,GDP in current prices (millions of US dollars),66603.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2005,GDP in current prices (millions of US dollars),182978.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2010,GDP in current prices (millions of US dollars),289787.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2015,GDP in current prices (millions of US dollars),358135.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
784,United Arab Emirates,2018,GDP in current prices (millions of US dollars),422215.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
